Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Shrimp & Andouille Jambalaya,Putnam,Lunch,"Milk, Fish, Crustacean Shellfish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,158,6 OZ,3.9g,19.4g,1.1g,0.8g,0.1g,1.8g,52mg,0g,417.8mg,10.4g,53.5mg,1.3mg,0mcg,155.4mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Stuffed Springtime Peppers,Putnam,Lunch,Milk,"['Gluten Friendly', 'Vegetarian']",2/16/2023,293,1 EACH,12.8g,30.6g,6.2g,5g,0g,7.9g,30.4mg,0g,714mg,12.4g,253.1mg,1.6mg,0mcg,181.6mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Meat Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,145,4 OZL,8.8g,9.6g,2.7g,1.6g,0.3g,8g,20.2mg,0g,399.3mg,7g,37.4mg,1.9mg,0mcg,mg
Penne & Sausage Abruzzi,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Smart Check']",2/16/2023,289,6 OZ,7.9g,40.2g,2g,2.8g,1.2g,8.2g,19mg,0g,523.2mg,11.8g,74.9mg,2.6mg,0mcg,14.8mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/16/2023,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Death by Chocolate Pudding,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,317,1/35 PAN,12.9g,46.8g,7.6g,0.6g,0.1g,33.5g,12.7mg,11.5g,345.2mg,3.9g,85.7mg,1.5mg,1mcg,64.8mg
"Red ,White & Blue Cookies",Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,160,1 EACH,7g,24g,3g,0g,0g,15g,10mg,0g,130mg,1g,8mg,1mg,mcg,35mg
Grilled Chicken Breast,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/16/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
"Bacon, Egg & Cheese Bagel",Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans",[],2/16/2023,459,1 EACH,12.1g,62.1g,5.3g,2g,0g,6.6g,235.4mg,6.1g,1039.1mg,21.7g,112.6mg,4.8mg,0.1mcg,118.9mg
Cauliflower Buffalo Wrap,Putnam,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2/16/2023,512,1 EACH,23.8g,61.5g,4.6g,5.1g,0g,4.2g,0mg,0g,1305.6mg,13.6g,275.5mg,4.5mg,0mcg,881.7mg
Classic Italian Combo,Putnam,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2/16/2023,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Egg And Cheese Bagel,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2/16/2023,428,1 EACH,11.5g,62g,3.8g,2g,0g,6.6g,130.1mg,6.1g,943.6mg,17.6g,181.1mg,5.1mg,1.1mcg,180.2mg
Garden Side Salad,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,52,1 EACH,0.4g,11.4g,0.1g,3.7g,0g,5.6g,0mg,0g,32.4mg,2.2g,63.3mg,1.3mg,0mcg,419.3mg
Gluten Free Turkey and Cheese Sandwich,Putnam,Dinner,Milk,['Gluten Friendly'],2/16/2023,388,1 EACH,13.1g,43.4g,5.1g,5.2g,0g,6.1g,62.6mg,6g,1350.8mg,23.2g,274.4mg,2.2mg,0mcg,71.5mg
Large Chocolate Chip Cookie,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Side Salad with Grilled Chicken Strips,Putnam,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2/16/2023,206,1 EACH,10g,9.9g,5.6g,2.8g,0g,4.9g,56.7mg,0g,385.4mg,20.2g,270.9mg,1.4mg,0mcg,331.8mg
Turkey and Swiss Croissant,Putnam,Dinner,"Milk, Wheat, Soybeans",[],2/16/2023,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Vegan Egg Sausage and Cheese Bagel,Putnam,Dinner,"Wheat, Soybeans, Sesame, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2/16/2023,542,1 EACH,17.5g,70.5g,7g,2g,0g,6.1g,0mg,6.1g,1283.6mg,23.1g,79.2mg,5mg,0mcg,369.8mg
Wrapped Brownie,Putnam,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Beef Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans",['Less Sodium'],2/16/2023,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Crinkle Cut Fries,Putnam,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/16/2023,240,4 OZ,17.7g,21g,1.8g,2g,0g,0g,0mg,0g,420.2mg,2g,0mg,0.4mg,mcg,280.2mg
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/16/2023,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2/16/2023,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Sweet Potato Black Bean Burger with Bun,Putnam,Dinner,"Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/16/2023,330,1 EACH,4g,61g,0g,8g,0g,6g,0mg,0g,500mg,14g,660mg,3.8mg,0mcg,615mg
Chicken Tikka Masala,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2/16/2023,191,4 OZ,11.5g,4.5g,7.2g,0.3g,0g,2.8g,96.3mg,0.9g,245.9mg,14.5g,538.3mg,1mg,0mcg,159.3mg
Dahl,Putnam,Dinner,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,120,4 OZ,4.2g,15.2g,2.7g,4.8g,0g,2g,0mg,0g,249.3mg,4.9g,13.8mg,1.6mg,0mcg,120mg
Jasmine Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,86,3 OZ,0g,19.6g,0g,0.6g,0g,0g,0mg,0g,2.4mg,1.7g,13.4mg,0.2mg,0mcg,0mg
Naan Bread,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2/16/2023,102,1 PIECE,4.3g,12.7g,0.6g,0.1g,0g,0.5g,2.5mg,0.5g,215.6mg,2.2g,27.9mg,0.6mg,0mcg,38.7mg
Pea and Potato Samosa,Putnam,Dinner,"Wheat, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,275,2 EACH,16.7g,28g,0.6g,2g,0g,0g,0mg,0g,400mg,4g,0mg,1.4mg,0mcg,mg
Pumpkin Spice Sweet Potato Curry,Putnam,Dinner,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,121,4 OZL,5.5g,16.5g,2g,2.1g,0g,4.7g,0mg,0g,314.7mg,2.4g,37mg,1.1mg,0mcg,369.9mg
Sauteed Spinach With Garlic,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,37,4 OZ,1g,5.5g,0.1g,2.5g,0g,0.5g,0mg,0g,132.8mg,3.4g,115.5mg,3mg,0mcg,620.9mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Cheese Lasagna,Putnam,Dinner,"Milk, Eggs, Wheat",['Vegetarian'],2/16/2023,518,1/28 PAN,26.9g,41.1g,13.5g,2.5g,0g,12.7g,114.7mg,0g,941.1mg,31g,738mg,1.6mg,0.1mcg,10mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Vodka Sauce,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,148,2 OZL,12.1g,1.3g,7.5g,0g,0g,3.9g,44.2mg,0g,139mg,2.7g,1275.1mg,0.2mg,0mcg,59.2mg
Wood Grilled Cheese Pizza,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/16/2023,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Cinnamon Roll Cheesecake,Putnam,Dinner,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,246,1/20 CAKE,16.5g,23.7g,10.8g,0.1g,0g,20.2g,75mg,18.8g,141.5mg,3.8g,98.9mg,0.3mg,0.1mcg,12.1mg
Bacon,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,45,2 EACH,3.5g,0g,1.5g,0g,0g,0g,10mg,0g,125mg,3g,0mg,0mg,mcg,mg
Breakfast Potatoes,Putnam,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Cheesy Scrambled Eggs,Putnam,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Cream of Wheat,Putnam,Breakfast,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,72,8 OZ,0g,15.6g,0g,0g,0g,0.7g,0mg,0g,138.1mg,2.6g,175.3mg,5.9mg,0mcg,0mg
French Toast,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-17,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Scrambled Eggs,Putnam,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Sticky Rice,Putnam,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Assorted Donuts,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-17,432,1 EACH,24.2g,49.4g,10.6g,0.1g,0g,18g,10mg,0g,488.9mg,6.6g,8.7mg,2.1mg,0mcg,mg
Lemon Herb Crusted Scrod,Putnam,Lunch,"Fish, Wheat, Soybeans","['Less Sodium', 'Smart Check']",2023-02-17,193,1 EACH,6.2g,14.1g,1.6g,0.8g,0g,0.1g,45mg,0g,138.9mg,20.3g,21.1mg,0.4mg,0mcg,13.5mg
Chef's Choice Soup du Jour,Putnam,Lunch,,[],2023-02-17,26,6 OZL,0.3g,3.9g,0g,0.4g,0g,1.4g,0mg,0g,307.6mg,0.9g,12.2mg,0mg,0mcg,8.7mg
Awesome Burger,Putnam,Lunch,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-17,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Beef Burger w/ Bun,Putnam,Lunch,"Wheat, Soybeans",['Less Sodium'],2023-02-17,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Curly Fries,Putnam,Lunch,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-17,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
English Pub Fish,Putnam,Lunch,"Fish, Wheat, Soybeans, Gluten",['Less Sodium'],2023-02-17,238,1 EACH,16.3g,12.2g,1.9g,0g,0g,0g,26.2mg,0g,358.1mg,11.4g,0mg,0.9mg,0.8mcg,209.6mg
Grilled Cheese,Putnam,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-17,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Lunch,"Wheat, Soybeans",[],2023-02-17,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
Blueberry Syrup,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,60,2 OZL,0g,14.7g,0g,2.8g,0g,9.9g,0mg,5.2g,0mg,0g,9.4mg,0.4mg,0mcg,44.8mg
Cheese Blintzes,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-17,235,2 EACH,8.5g,29g,4.7g,0g,0g,8g,33.5mg,0g,630.5mg,9g,20mg,1.1mg,0mcg,0mg
Fried Cabbage,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,29,3 OZ,0.4g,6.2g,0g,1.1g,0g,2.9g,0mg,0g,68.3mg,1.1g,34.8mg,0.2mg,0mcg,158.7mg
Kielbasa,Putnam,Lunch,,['Gluten Friendly'],2023-02-17,306,3 OZ,27.5g,4.6g,9.2g,0g,0g,1.5g,45.9mg,0g,1132.2mg,7.7g,39.8mg,0.6mg,mcg,mg
Parsley Buttered Egg Noodles,Putnam,Lunch,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-17,235,4 OZ,6.7g,36.1g,3.4g,1.8g,0g,1.8g,69.5mg,0g,58.5mg,7.2g,18.4mg,1.6mg,0mcg,1.3mg
Potato & Cheese Pierogi,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-17,343,4 EACH,15.7g,42.8g,5.5g,0.2g,0g,1.5g,25.1mg,0g,696.6mg,7.1g,32.9mg,2.3mg,0mcg,266.3mg
Sticky Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Swedish Vegeballs,Putnam,Lunch,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-17,300,3 EACH,16.5g,23.6g,1.3g,0.3g,0.1g,3.3g,0mg,1g,1326mg,14.4g,99.5mg,2mg,0mcg,263.7mg
Cheese Manicotti,Putnam,Lunch,"Milk, Eggs, Wheat",['Vegetarian'],2023-02-17,496,2 EACH,20.1g,57.1g,8.2g,2.7g,0g,16.8g,95.1mg,0g,1215.6mg,21.4g,353.7mg,5.1mg,0mcg,91.2mg
Marinara Sauce,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Tomato Cream Sauce,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-02-17,230,3 OZL,19.5g,3.3g,11.8g,0.4g,0g,4.6g,62.6mg,0g,342.2mg,5.6g,1240.4mg,0.3mg,0mcg,1.9mg
Wood Grilled Cheese Pizza,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-17,128,1/16 PIE,4.7g,14.9g,2.3g,0.4g,0g,1.3g,11.4mg,0g,204.8mg,6.7g,130.7mg,0.3mg,0mcg,mg
Oatmeal Raisin Cookies,Putnam,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,140,1 EACH,4.5g,22g,1.5g,0g,0g,13g,0mg,8g,85mg,2g,9mg,0.7mg,0mcg,82mg
Raspberry Coconut Magic Bars,Putnam,Lunch,"Milk, Wheat, Soybeans, Coconut","['Less Sodium', 'Vegetarian']",2023-02-17,271,1/35 HFPAN,9g,44.8g,7.1g,1.5g,0g,34.7g,5.8mg,14.8g,128.7mg,2.7g,61.3mg,0.4mg,0mcg,88.6mg
Lemon Tofu,Putnam,Dinner,"Wheat, Soybeans, Coconut","['Contains Nuts', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,193,4 OZ,6.6g,18.6g,1.3g,0.1g,0g,6.8g,0mg,5.3g,635.2mg,14.2g,149.9mg,2.4mg,0mcg,183.1mg
Awesome Burger,Putnam,Dinner,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-17,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Beef Burger w/ Bun,Putnam,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-17,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Curly Fries,Putnam,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-17,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
English Pub Fish,Putnam,Dinner,"Fish, Wheat, Soybeans, Gluten",['Less Sodium'],2023-02-17,238,1 EACH,16.3g,12.2g,1.9g,0g,0g,0g,26.2mg,0g,358.1mg,11.4g,0mg,0.9mg,0.8mcg,209.6mg
Grilled Cheese,Putnam,Dinner,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-17,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Grilled Chicken Breast,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs w/ Toasted Roll,Putnam,Dinner,"Wheat, Soybeans",[],2023-02-17,302,1 EA,18.4g,22g,5.8g,1g,0g,3g,30.4mg,0g,775.5mg,10.1g,66.3mg,1.8mg,0mcg,mg
"Bacon, Egg & Cheese Bagel",Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans",[],2023-02-17,459,1 EACH,12.1g,62.1g,5.3g,2g,0g,6.6g,235.4mg,6.1g,1039.1mg,21.7g,112.6mg,4.8mg,0.1mcg,118.9mg
Cauliflower Buffalo Wrap,Putnam,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-17,512,1 EACH,23.8g,61.5g,4.6g,5.1g,0g,4.2g,0mg,0g,1305.6mg,13.6g,275.5mg,4.5mg,0mcg,881.7mg
Classic Italian Combo,Putnam,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2023-02-17,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Egg And Cheese Bagel,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-17,428,1 EACH,11.5g,62g,3.8g,2g,0g,6.6g,130.1mg,6.1g,943.6mg,17.6g,181.1mg,5.1mg,1.1mcg,180.2mg
Garden Side Salad,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,52,1 EACH,0.4g,11.4g,0.1g,3.7g,0g,5.6g,0mg,0g,32.4mg,2.2g,63.3mg,1.3mg,0mcg,419.3mg
Gluten Free Turkey and Cheese Sandwich,Putnam,Dinner,Milk,['Gluten Friendly'],2023-02-17,388,1 EACH,13.1g,43.4g,5.1g,5.2g,0g,6.1g,62.6mg,6g,1350.8mg,23.2g,274.4mg,2.2mg,0mcg,71.5mg
Large Chocolate Chip Cookie,Putnam,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Side Salad with Grilled Chicken Strips,Putnam,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-17,206,1 EACH,10g,9.9g,5.6g,2.8g,0g,4.9g,56.7mg,0g,385.4mg,20.2g,270.9mg,1.4mg,0mcg,331.8mg
Turkey and Swiss Croissant,Putnam,Dinner,"Milk, Wheat, Soybeans",[],2023-02-17,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Vegan Egg Sausage and Cheese Bagel,Putnam,Dinner,"Wheat, Soybeans, Sesame, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-17,542,1 EACH,17.5g,70.5g,7g,2g,0g,6.1g,0mg,6.1g,1283.6mg,23.1g,79.2mg,5mg,0mcg,369.8mg
Wrapped Brownie,Putnam,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Chicken Caprese,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-17,135,1 EACH,6.6g,0.9g,1.5g,0.3g,0g,0.2g,53.1mg,0.2g,367.8mg,18.9g,52.5mg,0.5mg,0mcg,55.7mg
Fried Eggplant Rounds,Putnam,Dinner,"Milk, Wheat, Soybeans, Gluten","['Less Sodium', 'Vegetarian']",2023-02-17,132,1 EACH,9.7g,13.1g,0.9g,0.6g,0g,1.2g,0mg,0g,118.6mg,1.8g,0.3mg,0.4mg,0mcg,89.5mg
Grilled Green & Yellow Squash w/ Balsamic,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,61,4 OZ,4.5g,4.6g,0.7g,0.4g,0g,3.7g,0mg,0g,175.4mg,1.1g,13.5mg,0.3mg,0mcg,370.3mg
Parmesan Risotto,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,182,3 OZ,8.6g,19.2g,5.5g,0.6g,0g,0.7g,27mg,0g,469.7mg,5.8g,305.7mg,0.2mg,0mcg,9.3mg
Sticky Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Tortellini with Basil Pesto,Putnam,Dinner,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-17,233,4 OZ,9.6g,29.9g,2.4g,1.6g,0g,0.7g,32mg,0g,461.3mg,7.6g,62.6mg,1.4mg,0mcg,17.3mg
Tuna Steak,Putnam,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,170,1 EA,5.6g,0g,0.8g,0g,0g,0g,46.7mg,0g,69.3mg,28g,4.1mg,0.9mg,1.9mcg,493.6mg
Baked Ziti,Putnam,Dinner,"Milk, Wheat",['Vegetarian'],2023-02-17,268,6 OZ,12.8g,24.4g,6.1g,2.2g,0g,8.7g,31.4mg,0g,534.1mg,12.1g,270.6mg,1.7mg,0mcg,0.4mg
Marinara Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Vodka Sauce,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,148,2 OZL,12.1g,1.3g,7.5g,0g,0g,3.9g,44.2mg,0g,139mg,2.7g,1275.1mg,0.2mg,0mcg,59.2mg
