Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Salmon with Leeks and Red Pepper,Gelfenbien,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,243,1 EACH,12.8g,6.3g,1.4g,0.5g,0g,1.9g,45.2mg,0g,392.3mg,22.7g,16.4mg,0.6mg,0mcg,95.5mg
Huli Huli Chicken,Gelfenbien,Dinner,Soybeans,"['Gluten Friendly', 'Smart Check']",2/10/2023,259,1 EACH,7.4g,7.2g,1.6g,0g,0g,6.3g,170.9mg,0g,580.2mg,36.6g,36.6mg,2.1mg,0mcg,21.4mg
Sesame Tofu Steak,Gelfenbien,Dinner,"Soybeans, Gluten, Sesame","['Vegetarian', 'Vegan']",2/10/2023,282,1 EACH,17.9g,16.9g,1.7g,0.1g,0g,1.3g,0mg,0.7g,622mg,12.5g,107.5mg,2.3mg,0mcg,167.7mg
Spring Vegetable Lo Mein,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2/10/2023,274,6 OZ,5.9g,47.4g,0.6g,2.2g,0g,9.1g,0mg,5.5g,630.1mg,9g,44.9mg,1.7mg,0mcg,158mg
Aztec Vegetables,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,88,3 OZ,1.6g,13.5g,0.1g,0.8g,0g,1.8g,0mg,0g,342.9mg,4.3g,25.8mg,0.3mg,3.2mcg,143.3mg
Green Bean Saute,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,45,3 OZ,1.9g,6.5g,0.2g,2.3g,0g,3.3g,0mg,0g,100.7mg,1.6g,28.4mg,0.5mg,0mcg,151.4mg
Sweet Potato Gratin,Gelfenbien,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/10/2023,239,4 OZ,17.6g,12.9g,13.7g,1.9g,0g,2.6g,68.6mg,0g,234.6mg,4.3g,1282mg,0.4mg,0mcg,216.2mg
Marinara Sauce,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Meat Sauce,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/10/2023,145,4 OZL,8.8g,9.6g,2.7g,1.6g,0.3g,8g,20.2mg,0g,399.3mg,7g,37.4mg,1.9mg,0mcg,mg
Awesome Burger,Gelfenbien,Dinner,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2/10/2023,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Curly Fries,Gelfenbien,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2/10/2023,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Grilled Chicken Breast,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Gelfenbien,Dinner,,['Gluten Friendly'],2/10/2023,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Signature Beef Burger,Gelfenbien,Dinner,"Wheat, Soybeans",['Less Sodium'],2/10/2023,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
Baked Tilapia,Gelfenbien,Dinner,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/10/2023,214,4 oz,11.8g,0.6g,3.8g,0g,0g,0.2g,63mg,0g,153.3mg,25.3g,28.2mg,1mg,0mcg,390.6mg
Basmati Rice,Gelfenbien,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Breakfast Croissant,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans",[],2023-02-15,441,1 EACH,27.1g,35.5g,10.3g,0g,0g,5.5g,140.3mg,0g,756.9mg,15.6g,176.9mg,2.9mg,1.1mcg,92.9mg
Cheesy Scrambled Eggs,Gelfenbien,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
French Toast,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-15,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Hard Boiled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Oat Milk Pancakes,Gelfenbien,Breakfast,Wheat,"['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,264,2 EACH,3.1g,52g,0.3g,0g,0g,13.6g,0mg,12.4g,572.5mg,6.5g,341.4mg,2.7mg,1mcg,155.3mg
Overnight Oats,Gelfenbien,Breakfast,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2023-02-15,164,1/2 CUP,3.3g,29.5g,0.5g,0g,0g,10.1g,1.2mg,7.7g,39mg,6.4g,139.7mg,1.1mg,1mcg,218.1mg
Scrambled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Corned Beef Hash,Gelfenbien,Breakfast,,['Gluten Friendly'],2023-02-15,185,3 OZ,11.7g,11.7g,4.9g,0g,0g,1.5g,33.9mg,0.8g,587.5mg,7.9g,36.5mg,1mg,0mcg,173.6mg
Mini Potato Pancakes,Gelfenbien,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-15,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Plant-Based Breakfast Sausage,Gelfenbien,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Assorted Muffins,Gelfenbien,Breakfast,"Eggs, Wheat, Soybeans, Coconut","['Contains Nuts', 'Vegetarian']",2023-02-15,227,1 EA,8.6g,37.5g,1.7g,0.8g,0g,18.8g,26.9mg,18g,2631.4mg,3g,183.4mg,1.2mg,0mcg,57.6mg
Breakfast Potatoes,Gelfenbien,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Cheese Blintzes,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-15,235,2 EACH,8.5g,29g,4.7g,0g,0g,8g,33.5mg,0g,630.5mg,9g,20mg,1.1mg,0mcg,0mg
Egg And Cheese Bagel,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans",['Vegetarian'],2023-02-15,428,1 EACH,11.5g,62g,3.8g,2g,0g,6.6g,130.1mg,6.1g,943.6mg,17.6g,181.1mg,5.1mg,1.1mcg,180.2mg
Scrambled Eggs w/ Cheese,Gelfenbien,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,162,3 OZ,10.9g,0.2g,4.2g,0g,0g,0g,350.2mg,0g,213.4mg,13.3g,86.7mg,2.2mg,2mcg,131.7mg
Omelet Bar,Gelfenbien,Breakfast,,[],2023-02-15,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Blueberry Coffee Cake,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-15,380,1/35 HFSHT,17.6g,48.6g,3g,1.2g,0g,25.7g,58mg,24g,256mg,4.6g,42.9mg,0.9mg,0.3mcg,76.2mg
Protein Packed Quesadilla,Gelfenbien,Lunch,"Milk, Wheat, Soybeans","['Less Sodium', 'Smart Check', 'Vegetarian']",2023-02-15,179,1 EACH,5.8g,18.9g,2.5g,0.5g,0g,1.3g,8.8mg,1g,457.1mg,12.1g,215.8mg,2.1mg,0mcg,82.5mg
Bayou Pasta with Shrimp,Gelfenbien,Lunch,"Milk, Fish, Crustacean Shellfish, Wheat, Soybeans",[],2023-02-15,242,6 OZ,9.7g,21.1g,5.6g,1.4g,0g,3.6g,77.7mg,0g,632.4mg,11.2g,824.7mg,1.2mg,0mcg,145mg
Grilled Chicken Fajita Wrap,Gelfenbien,Lunch,"Milk, Wheat, Soybeans",[],2023-02-15,547,1/2 EACH,34.5g,28.9g,9.5g,0.7g,0g,1.4g,72.1mg,0g,1120.3mg,28.1g,462.2mg,2.1mg,0mcg,106.2mg
Taco Bar,Gelfenbien,Lunch,,[],2023-02-15,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Taco Meat,Gelfenbien,Lunch,,['Gluten Friendly'],2023-02-15,296,4 OZ,21.2g,3.2g,10.1g,0g,1g,1.6g,75.6mg,0g,730.9mg,20.2g,20.7mg,2.7mg,0mcg,0mg
Chili con Carne,Gelfenbien,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-15,177,6 OZL,9.5g,9.4g,4.5g,0.6g,0.4g,2.5g,33.6mg,0g,303.1mg,12.1g,78.9mg,2.2mg,0mcg,219.8mg
Corn Taco Shell,Gelfenbien,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,53,1 EACH,2.3g,7g,0.3g,0g,0g,0g,0mg,0g,0mg,0.7g,8.7mg,0.1mg,mcg,mg
Flour Tortillas,Gelfenbien,Lunch,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,90,1 EACH,2.3g,15g,0.8g,0g,0g,1g,0mg,1g,235mg,2g,57mg,1mg,0mcg,32.5mg
Frijoles Pintos Con Queso,Gelfenbien,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,92,4 OZ,1.7g,13.1g,0.8g,4.2g,0g,0.9g,4.2mg,0g,194.9mg,5.5g,75.2mg,1.1mg,0mcg,248.7mg
Grilled Cheese,Gelfenbien,Lunch,"Milk, Wheat, Soybeans","['Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-15,279,1 EACH,15.5g,25g,9.3g,2g,0g,3g,40.5mg,2g,786.8mg,9.1g,171.6mg,1.3mg,0.1mcg,120.8mg
Herb Buttered Corn,Gelfenbien,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,106,3 OZ,3.4g,17.2g,2.2g,0.1g,0g,1.1g,9.3mg,0g,114.6mg,1.1g,1.6mg,0.1mg,0mcg,3.2mg
Southwestern Rice,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,144,3 OZ,3.2g,25.4g,0.3g,0g,0g,1.4g,0mg,0g,347.6mg,2.9g,21.1mg,1.3mg,0mcg,101.1mg
Tortilla Chips,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,142,1 OZ,6.1g,19.2g,0.5g,0g,0g,0g,0mg,0g,111.4mg,2g,0mg,0mg,mcg,mg
Marinara Sauce,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Nacho Cheese Sauce,Gelfenbien,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-02-15,70,2 OZL,5g,4g,1.5g,0g,0g,0g,4.5mg,0g,530mg,1g,40mg,0mg,0mcg,mg
Beef Cheeseburger No Bun,Gelfenbien,Lunch,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-15,292,1 EACH,19.3g,1.5g,8.2g,0g,0.7g,0.5g,90.9mg,0g,325.6mg,27g,91.2mg,2.6mg,0.1mcg,375.1mg
Grilled Chicken Breast,Gelfenbien,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-15,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Gelfenbien,Lunch,,['Gluten Friendly'],2023-02-15,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Shoestring Fries,Gelfenbien,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-15,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Blackened Catch of the Day,Gelfenbien,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-15,81,1 EACH,0.9g,0g,0g,0g,0g,0g,45mg,0g,63.4mg,18g,18mg,0.3mg,0mcg,mg
Falafel w/ Tahini Dressing,Gelfenbien,Dinner,"Wheat, Gluten, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,285,2 EACH,12.5g,35.1g,1.1g,4.3g,0g,2.5g,0mg,0.9g,341.6mg,8.2g,91.9mg,3.2mg,0mcg,122mg
Outback Chicken with Apple Smoked Bacon,Gelfenbien,Dinner,"Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-15,315,1 EACH,11.3g,11.4g,2.8g,0.2g,0g,10.2g,179.4mg,0g,441.8mg,38g,44.9mg,2.2mg,0mcg,11.1mg
All American Grilled Cheese,Gelfenbien,Dinner,"Milk, Wheat, Soybeans",['Vegetarian'],2023-02-15,394,1 EACH,20g,40.6g,10.9g,2g,0g,3.5g,47.6mg,0g,1180.8mg,13.6g,277.7mg,2.3mg,0.2mcg,91.9mg
Honey Roasted Parsnips & Sweet Potatoes,Gelfenbien,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,103,4 OZ,2.2g,20.5g,0.2g,3.6g,0g,8.1g,0mg,1.3g,168.9mg,1.5g,26.7mg,0.6mg,0mcg,301.2mg
Marinara Sauce,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,90,4 OZL,4g,12g,0g,2g,g,10g,0mg,0g,479mg,2g,40mg,1.4mg,0mcg,mg
Mashed Potatoes,Gelfenbien,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,142,4 OZ,7.8g,15.1g,4.9g,1.7g,0g,0.5g,21.1mg,0g,147.4mg,2.6g,25.2mg,0.8mg,0.2mcg,459.2mg
Peas,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,69,3 OZ,0g,11.8g,0g,3.9g,0g,0g,0mg,0g,0mg,4.9g,13.7mg,1mg,0mcg,132.3mg
Grilled Chicken Breast,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-15,86,1 EACH,2.1g,0g,0.5g,0g,g,0g,48.3mg,0g,145mg,17.2g,mg,0.4mg,mcg,mg
Grilled Hot Dogs,Gelfenbien,Dinner,,['Gluten Friendly'],2023-02-15,172,1 EACH,15.2g,2g,5.1g,0g,0g,1g,30.4mg,0g,587.3mg,7.1g,26.3mg,0.7mg,mcg,mg
Shoestring Fries,Gelfenbien,Dinner,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-15,226,4 OZ,17.2g,24g,1.8g,2g,0g,0g,0mg,0g,370.2mg,2g,0mg,0.4mg,mcg,260.2mg
Signature Beef Burger,Gelfenbien,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-15,367,1 EACH,16.7g,22g,5.9g,1g,0.7g,3g,80.7mg,0g,282.6mg,28.5g,65.4mg,3.6mg,0mcg,344.7mg
California Vegetable Blend,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,29,3 OZ,0g,4.8g,0g,1.9g,0g,1.9g,0mg,0g,28.6mg,1g,0mg,0mg,mcg,mg
California Veggie Burger w/ Bun,Gelfenbien,Dinner,"Wheat, Soybeans, Gluten","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-15,290,1 EACH,7g,43g,0g,6g,0g,5g,0mg,0g,510mg,11g,100mg,3.8mg,0mcg,mg
Mashed Potatoes Garlic,Gelfenbien,Dinner,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,130,4 OZ,7g,18g,3g,2g,0g,1.9g,0mg,0g,132.6mg,2.6g,15.6mg,0.7mg,0mcg,488.4mg
Salisbury Steak,Gelfenbien,Dinner,"Eggs, Wheat, Soybeans",['Less Sodium'],2023-02-15,411,1 EACH,30.1g,8.1g,10.4g,0.8g,1.4g,3g,113.6mg,1.3g,201.1mg,24.7g,35.5mg,1.7mg,0.1mcg,439.2mg
"Bacon, Egg & Cheese Bagel",Gelfenbien,Dinner,"Milk, Eggs, Wheat, Soybeans",[],2023-02-15,473,1 EACH,15g,62g,5.3g,2g,0g,6.6g,140.1mg,6.1g,1068.2mg,20.6g,181mg,5.1mg,1.1mcg,180.1mg
Cauliflower Buffalo Wrap,Gelfenbien,Dinner,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-15,512,1 EACH,23.8g,61.5g,4.6g,5.1g,0g,4.2g,0mg,0g,1305.6mg,13.6g,275.5mg,4.5mg,0mcg,881.7mg
Classic Italian Combo,Gelfenbien,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2023-02-15,1026,1 EACH,56.7g,76g,22.9g,0.1g,0g,6.1g,841.5mg,0g,3548.7mg,47.2g,301.3mg,5mg,0mcg,9.3mg
Garden Side Salad,Gelfenbien,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,52,1 EACH,0.4g,11.4g,0.1g,3.7g,0g,5.6g,0mg,0g,32.4mg,2.2g,63.3mg,1.3mg,0mcg,419.3mg
Gluten Free Egg And Cheese Bagel,Gelfenbien,Dinner,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Vegetarian']",2023-02-15,436,1 EACH,20.5g,49.5g,8.8g,0g,0g,5.5g,130.1mg,0g,858.4mg,15.5g,155.9mg,2.1mg,1.1mcg,92.4mg
Gluten Free Turkey and Cheese Sandwich,Gelfenbien,Dinner,Milk,['Gluten Friendly'],2023-02-15,388,1 EACH,13.1g,43.4g,5.1g,5.2g,0g,6.1g,62.6mg,6g,1350.8mg,23.2g,274.4mg,2.2mg,0mcg,71.5mg
Large Chocolate Chip Cookie,Gelfenbien,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-15,500,1 EACH,22g,70g,12g,2g,0g,44g,40mg,0g,380mg,6g,22mg,4mg,mcg,mg
Side Salad with Grilled Chicken Strips,Gelfenbien,Dinner,"Milk, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-15,206,1 EACH,10g,9.9g,5.6g,2.8g,0g,4.9g,56.7mg,0g,385.4mg,20.2g,270.9mg,1.4mg,0mcg,331.8mg
Turkey and Swiss Croissant,Gelfenbien,Dinner,"Milk, Wheat, Soybeans",[],2023-02-15,643,1 EACH,42.2g,35.3g,12.1g,0.1g,0g,5.8g,62.6mg,0g,1431.1mg,28.3g,326.3mg,3.1mg,0mcg,87.7mg
Vegan Egg Sausage and Cheese Bagel,Gelfenbien,Dinner,"Wheat, Soybeans, Sesame, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-02-15,542,1 EACH,17.5g,70.5g,7g,2g,0g,6.1g,0mg,6.1g,1283.6mg,23.1g,79.2mg,5mg,0mcg,369.8mg
Wrapped Brownie,Gelfenbien,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-15,421,1 EACH,16.1g,64.8g,4g,2.3g,0g,48.6g,0mg,0g,278.7mg,2.3g,0.7mg,3.3mg,0mcg,0mg
Pasta Bar,Gelfenbien,Dinner,,[],2023-02-15,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Basmati Rice,Gelfenbien,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,172,4 OZ,2.5g,33.6g,0.8g,0g,0g,0g,0mg,0g,64.6mg,2.8g,2.2mg,0mg,0mcg,0.7mg
Halal Mongolian Beef,Gelfenbien,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Smart Check', 'Less Sodium']",2023-02-15,161,4 OZ,5.8g,4.6g,1.8g,0.8g,0g,2.1g,46.6mg,0g,199.2mg,21.6g,21.9mg,1.9mg,0mcg,344.1mg
Pepperoni Pizza,Gelfenbien,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-15,178,1/16 PIE,7.3g,20g,3.3g,1g,0g,1.8g,17mg,0.4g,397.3mg,8.4g,124.2mg,1.3mg,0mcg,26.5mg
Special Pizza,Gelfenbien,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",['Less Sodium'],2023-02-15,149,1/16 PIE,4.9g,19.3g,2.4g,0.8g,0g,1.4g,11.4mg,0.4g,291.9mg,7.2g,118.5mg,1.2mg,0mcg,26.5mg
Lemon Delights,Gelfenbien,Dinner,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-15,238,1 EACH,10.5g,34.6g,7g,0g,0g,22.2g,15.4mg,6.9g,161.2mg,2.1g,0mg,0.7mg,0mcg,35.9mg
Buttermilk Pancakes,Gelfenbien,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/16/2023,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cheesy Scrambled Eggs,Gelfenbien,Breakfast,"Milk, Eggs","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,158,3 OZ,10.5g,0g,4.4g,0g,0g,0g,305.6mg,0g,166.5mg,12.5g,104.3mg,1.9mg,1.7mcg,113.5mg
Chocolate Chip Pancakes,Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2/16/2023,548,2 EACH,24.5g,66.6g,4.6g,0g,0g,24.7g,114.6mg,14.2g,453.1mg,14g,300.6mg,4mg,0.7mcg,250.4mg
"Chorizo, Egg & Cheese English Muffin Sandwich",Gelfenbien,Breakfast,"Milk, Eggs, Wheat, Soybeans",[],2/16/2023,434,1 EACH,26.9g,32.5g,8.3g,0g,0.1g,1.5g,159.4mg,1g,911.4mg,18.6g,198.9mg,3.6mg,1.7mcg,192.4mg
Hard Boiled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,150,2 EACH,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Overnight Oats,Gelfenbien,Breakfast,"Milk, Gluten","['Less Sodium', 'Vegetarian']",2/16/2023,164,1/2 CUP,3.3g,29.5g,0.5g,0g,0g,10.1g,1.2mg,7.7g,39mg,6.4g,139.7mg,1.1mg,1mcg,218.1mg
Scrambled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Breakfast Potatoes,Gelfenbien,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Plant-Based Breakfast Sausage,Gelfenbien,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Sausage Patties,Gelfenbien,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,253,2 EACH,24.3g,0g,9.1g,0g,0g,0g,40.5mg,0g,546.8mg,8.1g,0mg,0.4mg,mcg,mg
Breakfast Potatoes,Gelfenbien,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
French Toast,Gelfenbien,Breakfast,"Eggs, Wheat, Soybeans",['Vegetarian'],2/16/2023,511,2 SLICES,13.6g,68.5g,3.2g,0.3g,0g,4g,362.7mg,4g,818.7mg,24.8g,174mg,6.4mg,2.1mcg,281.5mg
Oatmeal Cereal,Gelfenbien,Breakfast,Gluten,"['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,142,6 OZ,2.8g,25.5g,0.5g,0g,0g,0.9g,0mg,0g,333.4mg,4.7g,24mg,1.4mg,0mcg,141.7mg
Scrambled Eggs,Gelfenbien,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Omelet Bar,Gelfenbien,Breakfast,,[],2/16/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
