Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Mole Sauce,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegan']",2023-02-23,106,2 OZL,7.1g,8g,0.7g,0.9g,0g,3.2g,0mg,0g,384.7mg,1.5g,11.6mg,0.4mg,0mcg,237.7mg
Broken Olive Tapenade,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,68,1 TBL,7.5g,0.3g,1g,0g,0g,0g,0mg,0g,94.7mg,0.1g,6.3mg,0.1mg,0mcg,7.9mg
Lemon Dill Potato,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,99,4 OZ,2.5g,20.1g,0.3g,2.3g,0g,2.3g,0mg,0g,140.8mg,3.1g,19.7mg,0.9mg,0mcg,555.9mg
Lemon Dill Scrod,McMahon,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-23,82,1 EACH,0.9g,0.2g,0g,0g,0g,0g,45mg,0g,116.6mg,18g,18.6mg,0.3mg,0mcg,3.4mg
Stewed Provencal Vegetables,McMahon,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,56,4 OZ,0.9g,10.8g,0.1g,1.7g,0g,4.9g,0mg,0g,180mg,1.5g,40.5mg,1mg,0mcg,217.9mg
Mini M & M Pancakes,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-19,550,2 EA,23.6g,67.3g,4g,0g,0g,26.2g,117.4mg,22.7g,464.5mg,13.7g,317.6mg,3.6mg,0.7mcg,207.8mg
Skin-on Home Fries,Putnam,Breakfast,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-19,135,3 OZ,6.9g,16.2g,1.2g,2g,0g,1g,0mg,0g,30.6mg,0g,20.3mg,0.4mg,0mcg,425.3mg
Plant Forward Quesadillas,Putnam,Lunch,"Wheat, Soybeans, Coconut","['Contains Nuts', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-19,199,1 EACH,6g,21.8g,1.8g,0.3g,0g,1.8g,0mg,1g,570.4mg,12.9g,140.9mg,2.5mg,0mcg,71.7mg
Gyro Bar,Putnam,Lunch,,[],2023-01-19,0,1 EACH,0g,0g,0g,0g,0g,0g,0mg,0g,1.1mg,0g,0.9mg,0mg,0mcg,0mg
BBQ Carrots,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-19,35,3 OZ,0.3g,7.6g,0g,2.7g,0g,3.4g,0mg,0.4g,67.9mg,0.7g,27mg,0.3mg,0mcg,205.6mg
Parsley Buttered Egg Noodles,Putnam,Dinner,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-01-19,235,4 OZ,6.7g,36.1g,3.4g,1.8g,0g,1.8g,69.5mg,0g,58.5mg,7.2g,18.4mg,1.6mg,0mcg,1.3mg
Fried Calamari With Banana Peppers,Putnam,Lunch,"Milk, Fish, Wheat, Soybeans, Gluten",['Less Sodium'],2023-01-20,367,4 OZ,24.6g,27.2g,2.9g,1.5g,0g,0g,141.8mg,0g,426.9mg,12.2g,56.9mg,1.5mg,0mcg,5mg
Lemon Thyme Grilled Chicken,Putnam,Lunch,Sesame,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-20,90,1 EACH,2.6g,0g,0.6g,0g,0g,0g,48.3mg,0g,199.9mg,17.2g,0.3mg,0.4mg,0mcg,0.8mg
Peas With Feta,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-20,63,3 OZL,0.6g,9.6g,0.3g,3.2g,0g,0g,1.2mg,0g,20.1mg,4.3g,15.2mg,0.8mg,0mcg,108.6mg
Penne & Sausage Abruzzi,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Smart Check']",2023-01-20,289,6 OZ,7.9g,40.2g,2g,2.8g,1.2g,8.2g,19mg,0g,523.2mg,11.8g,74.9mg,2.6mg,0mcg,14.8mg
Collard Greens with Applewood Bacon,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium']",2023-01-20,45,3 OZ,1.8g,4.9g,0.5g,2.4g,0g,0.7g,4.1mg,0g,345.5mg,3g,130.4mg,0.3mg,0mcg,132.8mg
Oven Fried Southern Scrod,Putnam,Dinner,"Eggs, Fish, Wheat",[],2023-01-20,248,1 EACH,11.1g,15.2g,1.6g,0.7g,0g,0.1g,93.5mg,0g,709.9mg,21.9g,28mg,0.8mg,0.3mcg,27mg
Vegetarian Dirty Rice,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-01-20,193,6 OZ,3.8g,26.9g,0.2g,1.9g,0g,0.8g,0mg,0g,356.3mg,12.9g,31.1mg,3.6mg,0mcg,122.7mg
Grits,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,66,6 OZ,0.3g,14.8g,0g,1g,0g,0g,0mg,0g,217.7mg,1.5g,4.5mg,0.7mg,0mcg,0mg
Green Bean w/ Julienne Red Peppers,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,55,3 OZ,2.9g,6g,0.4g,2g,0g,2.4g,0mg,0g,0.8mg,1.3g,33.8mg,0.7mg,0mcg,156.8mg
Roasted Red Potatoes,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-21,111,4 OZ,3.5g,20.5g,1.1g,2.5g,0g,2.4g,0mg,0g,113.6mg,3.2g,20.5mg,0.9mg,0mcg,565mg
"Tomato, Feta & Spinach Quiche",Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-01-21,338,1/8 PIE,27.9g,1.8g,12.9g,0.4g,0g,4.4g,155.9mg,0g,370.2mg,10.8g,1767.1mg,1.1mg,0.5mcg,68.6mg
Chickpea Rotini With Tomato and Mozzarella,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-21,254,6 OZ,11.5g,27.8g,3.2g,5.5g,0g,7.6g,10.1mg,0.8g,300.8mg,13.6g,111.2mg,3.9mg,0mcg,144.6mg
Fajita Bar,Putnam,Dinner,,[],2023-01-21,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,0.2mg,0g,0.1mg,0mg,0mcg,0mg
Lite Pasta Primavera,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-01-21,202,6 OZ,4.9g,31.2g,2.7g,1.9g,0g,2.8g,11.6mg,0g,371.4mg,7.9g,48.2mg,2.1mg,0mcg,343.6mg
Seared Tofu With Vegetables,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-22,101,4 OZ,3.5g,10.7g,0.3g,1g,0g,1.4g,0mg,0g,592.1mg,6.1g,63.1mg,0.9mg,2mcg,148.4mg
Three Cheese Quiche,Putnam,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",['Vegetarian'],2023-01-22,410,1/6 PIE,31g,2.8g,18.4g,0g,0g,4.5g,235.2mg,0g,685.1mg,19.7g,1863.6mg,1mg,0.9mcg,105.9mg
Marinated Portabella Mushrooms,Putnam,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-23,94,1 EACH,6.6g,7.1g,0.9g,4.5g,0g,2.3g,0mg,0g,131.5mg,4.7g,74.5mg,0.7mg,0mcg,59.1mg
Broccoli & Cheese Pasta Bake,Putnam,Lunch,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-23,279,6 OZ,12.1g,27.4g,7.4g,1.5g,0g,3.9g,37.2mg,0g,423.3mg,14.2g,311.1mg,1.2mg,1mcg,63.6mg
Santa Fe Chicken with Corn Salsa,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-23,127,1 EACH,4.4g,4.2g,0.7g,0.3g,0g,0.6g,48.3mg,0g,364.7mg,17.5g,2.2mg,0.4mg,0mcg,29.9mg
Sauteed Brussels Sprouts,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-23,64,4 OZ,3.1g,8.4g,0.5g,3g,0g,2g,0mg,0g,164.6mg,3g,43mg,1.4mg,0mcg,364.7mg
Butternut Ravioli,Putnam,Lunch,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-01-23,194,6 EACH,2.8g,35.6g,1.2g,0g,0g,2.4g,32.4mg,0g,202.5mg,6.5g,48.6mg,2.2mg,mcg,mg
Bourbon Brown Sugar Pork Chops,Putnam,Dinner,Gluten,['Less Sodium'],2023-01-23,193,1 EACH,10.2g,0g,3.6g,0g,g,0g,76.2mg,0g,305.2mg,23.4g,0mg,1.1mg,0mcg,0mg
Grilled Honey Dijon Chicken,Putnam,Dinner,"Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-23,109,1 EACH,4.1g,1.9g,0.9g,0g,0g,1.5g,50.5mg,0g,174.9mg,17.2g,0mg,0.4mg,0mcg,mg
Spicy Remoulade Sauce,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-23,48,1 TBL,5.1g,0.2g,0.5g,0.2g,0g,0.1g,0mg,0g,62.2mg,0.3g,2.8mg,0.1mg,0mcg,9.8mg
Steamed Fish With Ginger,Putnam,Lunch,"Fish, Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-24,112,1 EACH,3.8g,0.7g,0.3g,0g,0g,0.5g,45mg,0.1g,363.7mg,18.7g,19.2mg,0.6mg,0mcg,5.5mg
Fried Pork And Kimchi Dumplings,Putnam,Lunch,"Eggs, Fish, Wheat, Soybeans, Gluten, Sesame",['Less Sodium'],2023-01-24,199,3 EACH,11.9g,17.9g,2.3g,1.5g,0g,1.5g,11.2mg,0.7g,336.5mg,5.2g,29.9mg,0.4mg,0mcg,89.7mg
Korean BBQ Tofu,Putnam,Lunch,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,139,1 EACH,7.3g,5.3g,0.9g,0g,0g,1.5g,0mg,1.2g,146.8mg,11.5g,105.9mg,1.8mg,0mcg,163.4mg
Fresh Steamed Green beans,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-24,46,3 OZ,1.8g,7.3g,0.3g,3g,0g,3.3g,0mg,0g,225.9mg,1.7g,41.2mg,0.6mg,0mcg,136.2mg
Mesquite Grilled Chicken,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-24,92,1 EA,2.9g,0g,0.6g,0g,0g,0g,48.3mg,0g,170mg,17.2g,0mg,0.4mg,0mcg,0mg
Protein Packed Pot Pie,Putnam,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Vegetarian', 'Vegan']",2023-01-24,418,1/24 PANS,21g,32.9g,6.1g,1.4g,3.2g,2.1g,0mg,0g,805.3mg,20.2g,46.3mg,3.5mg,0mcg,115.6mg
White Country Gravy,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-01-24,82,2 OZL,5.3g,6g,3.3g,0g,0g,2.8g,17.4mg,0g,121.5mg,2.4g,91mg,0.2mg,0mcg,5.1mg
French Dipped Waffles,Putnam,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-01-25,251,2 EACH,9.2g,32.4g,2.1g,1.3g,0g,2g,120.9mg,0g,376.3mg,8.3g,63.2mg,3.5mg,0.7mcg,48.3mg
Grilled Salmon,Putnam,Lunch,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-25,162,1 EACH,7.1g,0.1g,1g,0g,0g,0g,45.2mg,0g,86.5mg,22.1g,0.4mg,0mg,0mcg,1.2mg
Awesome Burger with Bun,Putnam,Lunch,"Wheat, Coconut","['Contains Nuts', 'Vegetarian', 'Vegan']",2023-01-25,270,1 EACH,16g,9g,8g,0g,0g,1g,0mg,0g,460mg,22g,160mg,4.3mg,0mcg,200mg
Red Wine Veggie Sausage,Putnam,Lunch,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-25,259,1 EACH,16.2g,9g,6.7g,3g,0g,0.6g,0mg,0.1g,588.9mg,16.7g,75.6mg,4mg,0mcg,287.6mg
Parmesan Breaded New Potatoes,Putnam,Dinner,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-01-25,209,4 OZ,11.4g,24g,7.3g,2.6g,0g,2.3g,32.3mg,0g,429.5mg,6.9g,98mg,0.9mg,0mcg,556.3mg
Spaghetti Squash Primavera,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-01-25,63,4 OZ,2.9g,7.8g,1.3g,1.3g,0g,2.7g,5.4mg,0g,101mg,2.5g,43.9mg,0.4mg,0mcg,183.7mg
Black Bean Burger With Guacamole,Putnam,Lunch,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-06,380,1 EACH,8.2g,63.5g,0.8g,8g,0g,6.8g,0mg,0g,608.7mg,14.8g,660.5mg,4.1mg,0mcg,752mg
Fantail Shrimp,Putnam,Lunch,"Crustacean Shellfish, Wheat, Soybeans, Gluten",[],2023-02-06,308,6 EACH,13.8g,36.5g,0.9g,3.3g,0g,3.3g,44.2mg,0g,651.7mg,11g,22.1mg,0.4mg,mcg,mg
Grilled Ginger Sesame Tuna Steaks,Putnam,Lunch,"Fish, Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-06,112,1 EACH,1.6g,1.2g,0.2g,0.1g,0g,1g,35mg,0.6g,433.1mg,21.9g,5.1mg,1mg,1.4mcg,373.1mg
Honey Sriracha Sweet Potatoes,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-06,60,3 OZL,0g,14.5g,0g,1.6g,0g,5.7g,0mg,3.2g,80.1mg,0.8g,16.1mg,0.3mg,0mcg,183.1mg
Kale & Spinach Dumpling,Putnam,Lunch,"Wheat, Soybeans, Sesame","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,83,2 EACH,2.5g,12.5g,0.2g,0.7g,0g,1.4g,0mg,0g,192.8mg,2.4g,20.3mg,0.5mg,0mcg,mg
Sauteed Napa Cabbage,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,23,4 OZ,1.5g,1.8g,0.1g,0.8g,0g,0g,0mg,0g,167.1mg,1.2g,86.2mg,0.7mg,0mcg,207mg
Ziti in Meat Sauce,Putnam,Lunch,"Milk, Wheat",[],2023-02-06,325,6 OZ,17.2g,24.4g,7.5g,2.3g,0.4g,8.8g,46.7mg,0g,534.8mg,16.4g,185mg,2.8mg,0mcg,0mg
Baked Shells in Cheese Sauce,Putnam,Dinner,"Milk, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-06,251,6 OZ,11.6g,23.4g,6.8g,0.8g,0g,4.8g,34mg,0g,437.7mg,10.4g,273mg,0.9mg,1.5mcg,4.2mg
Grilled Green & Yellow Squash w/ Balsamic,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,61,4 OZ,4.5g,4.6g,0.7g,0.4g,0g,3.7g,0mg,0g,175.4mg,1.1g,13.5mg,0.3mg,0mcg,370.3mg
Serrano Pepper Sauteed Spinach,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-06,29,3 OZ,0.9g,4.3g,0.1g,2g,0g,1.4g,0mg,0g,93.6mg,2.4g,78.8mg,2.1mg,0mcg,450.2mg
Chefs Choice Boneless Wing,Putnam,Lunch,,[],2023-02-07,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Creole Tofu,Putnam,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-07,127,1 EACH,6.5g,4.7g,0.7g,1.8g,0g,2.1g,0mg,0g,273.7mg,14.6g,95.9mg,1.7mg,0mcg,147.3mg
Cinnamon Chipotle Sweet Potatoes,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,116,6 OZL,2.1g,22.8g,0.3g,3.4g,0g,4.7g,0mg,0g,155.9mg,1.8g,34mg,0.7mg,0mcg,382.2mg
Corn With Lime Butter,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-08,75,3 OZ,0.8g,15.6g,0.5g,0.2g,0g,1.3g,2mg,0g,29.6mg,1g,0.9mg,0mg,0mcg,22.8mg
Hot Fudge,Putnam,Lunch,"Milk, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian']",2023-02-08,209,2 OZL,5.7g,39.8g,5.7g,0g,0g,36.1g,0mg,34.2g,142.3mg,1.9g,64.5mg,2mg,0mcg,204.9mg
Sofrito Rice,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,112,4 OZ,0.1g,25g,0g,0.5g,0g,0.7g,0mg,0g,116.3mg,2.8g,28.8mg,1.4mg,0mcg,110.2mg
Braised Baby Bok Choy,Putnam,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-08,18,3 OZ,0.1g,3.4g,0g,1.6g,0g,1.7g,0mg,0.1g,89.2mg,1.7g,119.9mg,0.9mg,0mcg,mg
Carbonara Sauce,Putnam,Dinner,"Milk, Eggs",['Gluten Friendly'],2023-02-08,291,4 OZL,22.5g,2.2g,12.6g,0.1g,0g,6.8g,127.4mg,0g,816.5mg,10.9g,1882.3mg,0.5mg,0.2mcg,100mg
Cavatappi Rose w/ Sausage,Putnam,Dinner,"Milk, Wheat, Soybeans",['Less Sodium'],2023-02-08,351,6 OZ,17.9g,31.7g,9.2g,1.8g,0g,4.2g,51.8mg,0g,313.1mg,10.4g,927.7mg,1.7mg,0mcg,50.3mg
Cheddar Mashed Potatoes,Putnam,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,166,4 OZ,8.1g,16.3g,5.2g,0g,0g,2.2g,25.2mg,0g,322.2mg,5.4g,157.5mg,0.3mg,0.9mcg,233.1mg
Nashville Hot Chicken Bites,Putnam,Lunch,"Milk, Eggs, Wheat, Gluten",[],2/16/2023,392,4 OZ,27g,21.3g,6.4g,1.4g,0g,0.5g,56.9mg,0.5g,794.9mg,15.5g,0.4mg,1.4mg,0mcg,6.7mg
Stuffed Springtime Peppers,Putnam,Lunch,Milk,"['Gluten Friendly', 'Vegetarian']",2/16/2023,293,1 EACH,12.8g,30.6g,6.2g,5g,0g,7.9g,30.4mg,0g,714mg,12.4g,253.1mg,1.6mg,0mcg,181.6mg
Dahl,Putnam,Dinner,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,120,4 OZ,4.2g,15.2g,2.7g,4.8g,0g,2g,0mg,0g,249.3mg,4.9g,13.8mg,1.6mg,0mcg,120mg
Lemon Herb Crusted Scrod,Putnam,Lunch,"Fish, Wheat, Soybeans","['Less Sodium', 'Smart Check']",2023-02-17,193,1 EACH,6.2g,14.1g,1.6g,0.8g,0g,0.1g,45mg,0g,138.9mg,20.3g,21.1mg,0.4mg,0mcg,13.5mg
Blueberry Syrup,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,60,2 OZL,0g,14.7g,0g,2.8g,0g,9.9g,0mg,5.2g,0mg,0g,9.4mg,0.4mg,0mcg,44.8mg
Lemon Tofu,Putnam,Dinner,"Wheat, Soybeans, Coconut","['Contains Nuts', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,193,4 OZ,6.6g,18.6g,1.3g,0.1g,0g,6.8g,0mg,5.3g,635.2mg,14.2g,149.9mg,2.4mg,0mcg,183.1mg
Chicken Caprese,Putnam,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-17,135,1 EACH,6.6g,0.9g,1.5g,0.3g,0g,0.2g,53.1mg,0.2g,367.8mg,18.9g,52.5mg,0.5mg,0mcg,55.7mg
Tortellini with Basil Pesto,Putnam,Dinner,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-17,233,4 OZ,9.6g,29.9g,2.4g,1.6g,0g,0.7g,32mg,0g,461.3mg,7.6g,62.6mg,1.4mg,0mcg,17.3mg
Tuna Steak,Putnam,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-17,170,1 EA,5.6g,0g,0.8g,0g,0g,0g,46.7mg,0g,69.3mg,28g,4.1mg,0.9mg,1.9mcg,493.6mg
Wing Bar,Putnam,Lunch,,[],2023-02-20,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Pan Roasted Primavera Vegetables w/Linguini,Putnam,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2023-02-20,232,6 OZ,12.2g,18.2g,7.4g,1.8g,0g,4.9g,41.1mg,0g,365.9mg,9.2g,979.6mg,1mg,0mcg,183.5mg
Memphis Style BBQ Chicken Thighs,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-20,246,1 EACH,7g,6.5g,1.6g,0.1g,0g,5.7g,164.1mg,0.6g,327.9mg,34.4g,33.1mg,1.7mg,0mcg,6.6mg
Curry Tofu,Putnam,Lunch,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Vegetarian', 'Vegan']",2/22/2023,122,1 EACH,6.1g,4.2g,1.1g,0.3g,0g,0.8g,0mg,0g,52.5mg,11.4g,107.9mg,2.3mg,0mcg,183.8mg
Jamaican Rice and Beans,Putnam,Lunch,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,215,6 OZ,2.6g,41.4g,2.2g,0g,0g,0.6g,0mg,0g,74mg,5.8g,49.1mg,2.4mg,0mcg,113.6mg
Shrimp and Prosciutto Pasta,Putnam,Lunch,"Milk, Fish, Crustacean Shellfish, Wheat",['Less Sodium'],2/22/2023,248,6 OZ,11.3g,23.3g,7.2g,1.1g,0g,3.6g,63.7mg,0g,420.4mg,10.5g,652.2mg,1.2mg,0mcg,70.8mg
Mexican Macro Bowl By The Uconn Nutrition Club,Putnam,Dinner,,[],2/22/2023,0,4 OZ,0g,0g,0g,0g,0g,0g,0mg,0g,1.1mg,0g,0.9mg,0mg,0mcg,0mg
Herb Baked Chicken,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/22/2023,579,1 EACH,44g,0g,13.9g,0g,0g,0g,150.7mg,0g,162.3mg,44g,0mg,2.5mg,mcg,24.6mg
Scrod w/ Lemon Butter,Putnam,Dinner,"Fish, Soybeans","['Gluten Friendly', 'Less Sodium', 'Smart Check']",2/22/2023,125,1 EACH,5.7g,0.2g,1.5g,0.1g,0g,0g,45mg,0g,118.6mg,18g,19.6mg,0.4mg,0mcg,3.6mg
Flame Roasted Corn and Peppers,Putnam,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,123,3 OZ,6.5g,13.9g,1.2g,0g,0g,6.5g,0mg,0g,120.6mg,2.8g,0mg,0.5mg,mcg,168mg
Carolina Gold Chicken,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-23,243,1 EACH,7g,6.6g,1.6g,0g,0g,6.2g,164.1mg,5.8g,360.6mg,34.4g,31.3mg,1.7mg,0mcg,2.4mg
Smoky Beans,Putnam,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,67,3 OZ,0g,12.4g,0g,0.2g,0g,1.4g,0mg,0.5g,316.1mg,3.5g,33.4mg,1.1mg,0mcg,200.2mg
Fiesta Lime Chicken,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-19,93,1 EACH,2.7g,0.5g,0.6g,0g,0g,0.3g,48.3mg,0g,234.4mg,17.3g,1.3mg,0.4mg,0mcg,28.3mg
Grilled Guinness Bratwurst,South,Lunch,Gluten,['Less Sodium'],2023-01-19,289,1 EACH,24.9g,3g,8g,0g,0g,1g,74.8mg,1g,757.7mg,13g,0mg,1.1mg,0mcg,179.4mg
Baja Rice,South,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-19,156,4 OZ,3.2g,28.6g,0.5g,0.3g,0g,0.6g,0mg,0g,227.3mg,3.1g,30.1mg,1.5mg,0mcg,100.1mg
Sesame Chicken & Vegetables,South,Lunch,"Eggs, Wheat, Soybeans, Gluten, Sesame",[],2023-01-19,244,4 OZ,13.6g,18.3g,1.5g,1.3g,0g,5.9g,26.7mg,5g,741.6mg,13g,26mg,0.9mg,1mcg,210.4mg
Szechuan Vegetable Stirfry,South,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-01-19,90,4 OZ,1.5g,14.6g,0.1g,1.8g,0g,3.7g,0mg,0g,261.4mg,4.5g,40.6mg,0.5mg,2.8mcg,228.4mg
Tokyo Noodles,South,Lunch,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2023-01-19,394,6 OZ,4.3g,77.6g,0.6g,1.9g,0g,11.8g,0mg,9.5g,613.1mg,15.2g,62.5mg,2.2mg,0mcg,35.6mg
Grilled Lemon Garlic Chicken,South,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-01-19,87,1 EACH,2.2g,0.2g,0.5g,0g,0g,0g,48.3mg,0g,145.1mg,17.2g,1mg,0.4mg,0mcg,2.7mg
BBQ Sauce,South,Dinner,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-01-19,120,2 OZL,0g,28g,0g,0g,0g,26g,0mg,0g,560mg,0g,0mg,0mg,mcg,mg
Beer Braised Beef Brisket,South,Dinner,Gluten,['Less Sodium'],2023-01-19,328,4 OZ,25.7g,1.2g,10.4g,0.3g,0g,0g,105.4mg,0g,440.2mg,21.2g,24.4mg,2.1mg,0mcg,346mg
Onion Roll,South,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-01-19,170,1 EACH,2.5g,33g,0.5g,1g,g,4g,25mg,0g,150mg,6g,24mg,1.8mg,0mcg,mg
